airport,year,avg_arr_delay,carrier_delay,weather_delay,nas_delay,late_aircraft_delay,avg_fare,total_passengers,total_delay
ILM,2022,967.3,9015.0,1794.0,5067.0,13045.0,229.3457894736842,1529.0,28921.0
AUS,2021,3787.911111111111,285248.0,30382.0,108664.0,255690.0,197.9361739130435,40875.0,679984.0
CPR,2021,1928.5,11487.0,6314.0,429.0,4912.0,,,23142.0
SPI,2020,300.2758620689655,4893.0,1356.0,809.0,1650.0,,,8708.0
GRK,2020,474.13793103448273,3892.0,2708.0,2841.0,4309.0,,,13750.0
DAL,2022,15537.95,97951.0,6789.0,68846.0,136562.0,214.34715313852823,87492.0,310148.0
ABE,2020,464.59322033898303,13330.0,2563.0,3422.0,8096.0,149.185,185.0,27411.0
ORF,2020,760.7642857142857,41846.0,7678.0,18290.0,38630.0,202.70288390092878,8449.0,106444.0
BTM,2020,295.3333333333333,2227.0,1115.0,174.0,28.0,,,3544.0
AZO,2021,584.5769230769231,6273.0,2748.0,1674.0,4462.0,,,15157.0
MOB,2021,673.4583333333334,11303.0,2731.0,4404.0,13834.0,,,32272.0
SAV,2021,1267.4635761589404,70354.0,14792.0,36823.0,69188.0,180.18114035087717,9796.0,191157.0
TRI,2021,458.69767441860466,6724.0,1293.0,2261.0,9365.0,,,19643.0
PHL,2022,8641.016129032258,205068.0,22593.0,84848.0,221955.0,287.40697602739726,57819.0,534464.0
WRG,2022,765.0,709.0,11.0,367.0,2709.0,,,3796.0
ANC,2021,3229.7966101694915,61277.0,10172.0,47789.0,59801.0,,,179039.0
EVV,2020,258.5192307692308,5710.0,455.0,3050.0,4202.0,,,13417.0
MCI,2020,856.0727272727273,56765.0,11928.0,25762.0,46280.0,187.45657567049813,13620.0,140735.0
CLL,2020,274.06666666666666,2721.0,1537.0,1498.0,2466.0,,,8222.0
RHI,2020,616.75,4320.0,2615.0,173.0,293.0,,,7401.0
SAF,2020,662.7647058823529,3795.0,1567.0,794.0,5111.0,,,11267.0
PHX,2022,12039.6,360840.0,21313.0,72885.0,325264.0,248.75604169888157,237707.0,780302.0
GCK,2021,423.0,1174.0,1451.0,717.0,1734.0,,,5076.0
LBL,2021,383.75,2632.0,947.0,212.0,814.0,,,4605.0
AKN,2021,211.47058823529412,1061.0,195.0,799.0,1523.0,,,3578.0
EAT,2021,315.5833333333333,1593.0,121.0,337.0,1736.0,,,3787.0
JAN,2020,454.3857142857143,10082.0,2711.0,4804.0,14125.0,,,31722.0
FWA,2022,1723.9,17614.0,4605.0,2189.0,10070.0,184.91,167.0,34478.0
PVD,2022,1889.0377358490566,42870.0,4549.0,10794.0,41858.0,266.41972448979595,25335.0,100071.0
SJC,2022,3579.063829787234,66929.0,4066.0,15425.0,81226.0,289.4038060762767,72844.0,167646.0
GRR,2021,1346.043795620438,80806.0,15167.0,23508.0,64427.0,216.8170564516129,6086.0,183908.0
JAN,2021,925.031746031746,20390.0,5212.0,7638.0,24882.0,162.41166666666666,634.0,58122.0
MBS,2021,392.7647058823529,3242.0,1312.0,998.0,1125.0,,,6677.0
VPS,2022,967.5238095238095,14518.0,1627.0,7405.0,17067.0,244.10583333333335,2019.0,40617.0
HOB,2022,815.8,3070.0,256.0,0.0,753.0,,,4079.0
GUM,2021,416.25,1815.0,17.0,503.0,2660.0,,,4995.0
OKC,2022,1871.8947368421052,50094.0,6333.0,8828.0,41357.0,271.69997844827583,8912.0,106612.0
PUW,2022,552.2,1257.0,0.0,241.0,1263.0,,,2761.0
DEC,2021,828.0833333333334,8285.0,436.0,107.0,1109.0,,,9937.0
PHF,2020,482.36842105263156,2848.0,1152.0,994.0,4170.0,220.2315883190883,565.0,9164.0
MAF,2020,737.9384615384615,20776.0,3814.0,6475.0,16901.0,183.920625,1909.0,47966.0
DCA,2022,13926.907692307692,285698.0,40009.0,189667.0,388890.0,217.6789877300614,153975.0,904264.0
LBE,2022,1396.2,2962.0,313.0,1584.0,2122.0,,,6981.0
MSY,2020,1094.2208588957055,60715.0,19510.0,48524.0,49158.0,178.07318181818178,18409.0,177907.0
TLH,2020,411.83870967741933,9020.0,2207.0,4037.0,10246.0,219.01,278.0,25510.0
GCC,2020,428.5833333333333,3570.0,155.0,1195.0,223.0,,,5143.0
BQN,2022,1465.9444444444443,10330.0,727.0,8387.0,6866.0,,,26310.0
ALB,2021,891.3474576271186,48798.0,9007.0,12590.0,34281.0,219.5036585365853,3804.0,104676.0
BQK,2021,423.25,2223.0,875.0,1107.0,874.0,,,5079.0
OAJ,2020,689.6153846153846,6930.0,2578.0,2697.0,5695.0,,,17900.0
MFE,2020,332.7903225806452,9200.0,1683.0,4318.0,5432.0,240.07,191.0,20633.0
AEX,2022,465.8,3108.0,307.0,1602.0,1959.0,,,6976.0
MTJ,2022,618.483870967742,10182.0,934.0,2329.0,5637.0,,,19082.0
SGU,2022,1542.2,3915.0,225.0,17.0,3554.0,,,7711.0
BFL,2021,1293.1851851851852,15518.0,1550.0,1521.0,16300.0,,,34889.0
WYS,2021,637.3333333333334,2808.0,121.0,0.0,895.0,,,3824.0
CID,2022,851.0444444444445,16864.0,3093.0,5480.0,12779.0,209.56900000000002,1274.0,38216.0
SNA,2022,3001.74,58503.0,3663.0,26770.0,60802.0,306.89580499120734,87971.0,149738.0
DAB,2022,597.2222222222222,4506.0,840.0,1806.0,3551.0,,,10703.0
FNT,2022,1536.55,7537.0,2030.0,4675.0,16473.0,145.465,222.0,30715.0
SFB,2022,20693.4,30439.0,5682.0,23016.0,44132.0,,,103269.0
CHO,2021,479.48148148148147,2597.0,3372.0,1866.0,5086.0,,,12921.0
HLN,2021,449.2083333333333,5389.0,3654.0,403.0,1319.0,,,10765.0
DAY,2022,1175.638888888889,15814.0,4237.0,4768.0,17504.0,236.335,477.0,42323.0
YUM,2022,775.9,2843.0,352.0,221.0,4343.0,,,7759.0
BFF,2021,1069.3333333333333,10375.0,432.0,0.0,2025.0,,,12832.0
HPN,2022,3240.32,32052.0,5099.0,8081.0,35729.0,301.4980811631583,16033.0,80961.0
TRI,2022,601.3,6058.0,514.0,1355.0,4099.0,,,12026.0
OME,2022,310.0,475.0,19.0,398.0,658.0,,,1550.0
EYW,2021,1436.95,38958.0,7993.0,45316.0,22663.0,250.090034965035,3058.0,114930.0
MCO,2021,14960.083333333334,639911.0,67794.0,422861.0,658111.0,174.92283044058743,114939.0,1788677.0
EGE,2022,1308.388888888889,11690.0,1426.0,3887.0,6548.0,508.21666666666664,584.0,23551.0
GEG,2022,1703.6444444444444,36005.0,4079.0,8165.0,28133.0,196.81824999999998,7005.0,76382.0
STC,2022,121.6,273.0,0.0,246.0,89.0,,,608.0
SHD,2022,1492.4,4700.0,569.0,0.0,2193.0,,,7462.0
ORH,2021,532.8571428571429,2466.0,143.0,205.0,911.0,,,3725.0
BGR,2020,283.25,5255.0,687.0,1691.0,5961.0,172.4475,190.0,13594.0
PWM,2021,935.2142857142857,38005.0,7428.0,18824.0,40212.0,180.71313725490194,2849.0,104469.0
CHO,2020,551.6341463414634,8455.0,1556.0,4164.0,8442.0,,,22617.0
MCO,2020,4950.961904761904,206225.0,15640.0,134935.0,161645.0,174.2992523364486,53175.0,518445.0
ILG,2022,190.4,476.0,0.0,176.0,300.0,,,952.0
SCK,2022,637.4,697.0,277.0,398.0,1815.0,,,3187.0
BIH,2022,2149.0,4509.0,370.0,153.0,1415.0,,,6447.0
DCA,2021,5388.692810457516,295800.0,44688.0,141222.0,339758.0,192.407167721519,89083.0,821468.0
PHX,2021,11234.459119496856,751881.0,76852.0,175465.0,776391.0,197.5529127906976,185204.0,1780589.0
RDU,2020,936.9943502824859,73311.0,6753.0,26555.0,58794.0,184.04492720306519,16325.0,165413.0
LIH,2020,333.7931034482759,10871.0,495.0,2669.0,5285.0,,,19320.0
ONT,2022,1676.4615384615386,39940.0,3894.0,6247.0,36827.0,294.1291719696969,46058.0,86908.0
JNU,2022,3469.6,7420.0,947.0,2741.0,6216.0,,,17324.0
LBL,2022,383.8,973.0,169.0,0.0,777.0,,,1919.0
PHL,2021,6372.677419354839,359318.0,55353.0,184462.0,383809.0,236.01749999999998,40747.0,982942.0
RST,2021,687.6111111111111,14793.0,4032.0,1648.0,4134.0,,,24607.0
SCC,2020,324.5833333333333,1188.0,1125.0,1126.0,456.0,,,3895.0
AMA,2022,773.6785714285714,9025.0,901.0,1266.0,10471.0,174.145,1053.0,21663.0
ESC,2022,1440.4,5346.0,1771.0,85.0,0.0,,,7202.0
HHH,2021,1562.0454545454545,11848.0,3350.0,10442.0,8607.0,189.89,164.0,34247.0
SJT,2020,503.42857142857144,1851.0,361.0,2072.0,2737.0,,,7021.0
SCE,2022,694.1818181818181,4356.0,853.0,69.0,2358.0,,,7636.0
SWO,2022,397.4,312.0,718.0,341.0,616.0,,,1987.0
CPR,2022,726.6,2353.0,129.0,0.0,1151.0,,,3633.0
PVU,2021,1125.4166666666667,5309.0,534.0,3822.0,3840.0,85.78750000000001,576.0,13505.0
HYS,2021,852.1666666666666,7073.0,663.0,168.0,2322.0,,,10226.0
CMI,2020,1078.6666666666667,2106.0,3824.0,2290.0,4697.0,,,12917.0
SWO,2020,190.0,871.0,120.0,439.0,850.0,,,2280.0
LCK,2022,1795.4,3454.0,681.0,1491.0,3351.0,97.85727272727273,818.0,8977.0
OAJ,2021,852.875,5227.0,6151.0,2386.0,6619.0,,,20383.0
FAR,2020,377.9761904761905,16076.0,4487.0,5503.0,5621.0,148.43,827.0,31687.0
IPT,2020,631.3333333333334,1046.0,76.0,42.0,730.0,,,1894.0
SAV,2022,1870.35,47512.0,5026.0,21473.0,38154.0,221.92007246376812,12519.0,112165.0
XWA,2022,1471.8,4895.0,1342.0,0.0,1122.0,,,7359.0
COS,2021,2119.027397260274,71750.0,12699.0,8668.0,61529.0,166.00393939393942,4377.0,154646.0
SHD,2021,1135.5,9914.0,892.0,195.0,2625.0,,,13626.0
AGS,2020,473.04651162790697,6380.0,2719.0,3260.0,7955.0,,,20314.0
FCA,2020,325.1730769230769,9211.0,3823.0,2280.0,1569.0,208.48233333333334,315.0,16883.0
ITH,2020,286.61538461538464,1720.0,1198.0,310.0,498.0,,,3726.0
WRG,2021,609.6666666666666,1293.0,105.0,1083.0,4801.0,,,7282.0
MDW,2020,3946.2162162162163,56992.0,7628.0,33199.0,47855.0,149.9188880039821,36724.0,145674.0
GST,2022,0.0,0.0,0.0,0.0,0.0,,,0.0
MHT,2022,1799.4285714285713,15893.0,1147.0,4261.0,16355.0,269.17671255060725,10488.0,37656.0
RKS,2022,853.4,3291.0,691.0,0.0,285.0,,,4267.0
MEI,2021,926.75,7846.0,1711.0,0.0,1564.0,,,11121.0
CKB,2020,430.69565217391306,6540.0,1268.0,437.0,1635.0,,,9880.0
AMA,2020,400.3454545454546,7556.0,2130.0,3815.0,8518.0,149.83857142857144,703.0,22019.0
SHV,2022,618.1111111111111,5148.0,1632.0,1986.0,7895.0,,,16661.0
TVC,2022,913.6,10840.0,981.0,1824.0,4597.0,,,18242.0
ECP,2021,1620.0714285714287,43488.0,8364.0,19907.0,41416.0,180.42041666666665,2395.0,113175.0
STT,2021,804.3098591549295,27164.0,2802.0,15507.0,10880.0,,,56353.0
SIT,2021,546.2941176470588,2405.0,369.0,1926.0,4587.0,,,9287.0
DDC,2020,210.9090909090909,1162.0,145.0,134.0,879.0,,,2320.0
INL,2020,241.66666666666666,1623.0,895.0,360.0,22.0,,,2900.0
LAX,2022,16004.818181818182,422296.0,37376.0,118506.0,298986.0,276.4028210028383,330863.0,877164.0
MEI,2022,897.4,2725.0,567.0,116.0,1063.0,,,4471.0
PAH,2022,1067.4,4397.0,0.0,0.0,940.0,,,5337.0
ELM,2021,537.0,8827.0,1944.0,1239.0,1415.0,,,13425.0
HIB,2021,894.75,3352.0,7313.0,72.0,0.0,,,10737.0
TPA,2020,2146.3846153846152,97066.0,10954.0,63657.0,78741.0,176.61028676270726,62632.0,250418.0
BMI,2021,515.4918032786885,10431.0,3028.0,3466.0,14520.0,,,31445.0
CLE,2021,2421.2321428571427,154545.0,27191.0,68781.0,153691.0,186.31268740629685,39055.0,404208.0
MTJ,2021,473.72058823529414,14868.0,3123.0,3289.0,10933.0,177.63,119.0,32213.0
BIL,2020,254.9,9519.0,1460.0,3061.0,3776.0,151.20166666666668,316.0,17816.0
OTH,2020,154.25,1030.0,228.0,357.0,236.0,,,1851.0
MCO,2022,25288.895833333332,413949.0,36577.0,324132.0,436226.0,235.2717385057471,162058.0,1210884.0
STS,2022,889.6666666666666,7349.0,802.0,1239.0,6574.0,176.2164705882353,1823.0,15964.0
USA,2021,1726.5833333333333,6774.0,1300.0,3732.0,8798.0,,,20604.0
ACV,2021,1638.8333333333333,8775.0,4219.0,0.0,6672.0,,,19666.0
APN,2021,525.75,4863.0,1095.0,351.0,0.0,,,6309.0
FLG,2021,2077.529411764706,9793.0,1995.0,160.0,23370.0,,,35318.0
MKG,2021,564.8333333333334,4314.0,512.0,0.0,1952.0,,,6778.0
HOB,2020,505.6,4149.0,2039.0,1121.0,275.0,,,7584.0
BKG,2020,42.0,77.0,0.0,114.0,61.0,,,252.0
DTW,2022,11488.585714285715,420280.0,91672.0,79424.0,209795.0,238.33813311688317,65223.0,801171.0
MIA,2022,16773.62,310414.0,33217.0,216707.0,276479.0,247.27891497994588,167698.0,836817.0
MSP,2021,6420.574712643678,617355.0,163225.0,95713.0,237565.0,190.92504229323305,53294.0,1113858.0
BQK,2020,268.61538461538464,2695.0,302.0,282.0,213.0,,,3492.0
MHK,2020,269.2352941176471,1725.0,398.0,1146.0,1308.0,,,4577.0
VCT,2020,898.5,1651.0,58.0,0.0,88.0,,,1797.0
RST,2022,741.3333333333334,4081.0,3863.0,1366.0,1744.0,,,11054.0
GSO,2021,836.9468085106383,28692.0,7331.0,13207.0,29338.0,219.33865384615385,1240.0,78568.0
DEN,2021,27080.175,1370959.0,193389.0,746185.0,933737.0,187.38187626262626,100944.0,3244270.0
FAY,2021,706.0,9908.0,2016.0,3034.0,9707.0,,,24665.0
GRK,2021,1175.2592592592594,11405.0,3158.0,3763.0,13378.0,,,31704.0
SUN,2021,542.0833333333334,7672.0,2503.0,1825.0,975.0,,,12975.0
CNY,2020,367.5,2059.0,734.0,498.0,1119.0,,,4410.0
PAE,2020,582.2,2122.0,1063.0,2316.0,321.0,162.23000000000002,927.0,5822.0
BTR,2022,568.2962962962963,7154.0,1632.0,1376.0,5163.0,,,15325.0
IDA,2022,1368.5294117647059,11448.0,2078.0,1972.0,7767.0,,,23265.0
CIU,2022,1059.8,3870.0,1429.0,0.0,0.0,,,5299.0
CID,2020,448.0103092783505,16509.0,4415.0,10909.0,11579.0,150.88000000000002,829.0,43412.0
STS,2020,461.96666666666664,8215.0,354.0,1570.0,3720.0,181.208,430.0,13859.0
PIB,2022,1184.4,4133.0,187.0,0.0,1602.0,,,5922.0
BNA,2021,4496.005617977528,309550.0,38048.0,103121.0,346696.0,184.59597222222223,45213.0,797415.0
GRB,2021,516.6567164179105,15933.0,4617.0,4781.0,9258.0,,,34589.0
HGR,2020,73.66666666666667,472.0,20.0,109.0,283.0,,,884.0
LAN,2022,434.94444444444446,4203.0,360.0,1050.0,2216.0,,,7829.0
OTH,2022,283.2,972.0,42.0,189.0,213.0,,,1416.0
RDD,2022,734.2,4430.0,838.0,148.0,1926.0,,,7342.0
EWR,2021,9792.175182481751,401752.0,72553.0,420065.0,443417.0,219.40844372012168,158001.0,1337787.0
CHA,2020,403.8831168831169,11191.0,3224.0,4245.0,12342.0,,,31002.0
DLH,2022,909.9230769230769,7650.0,2909.0,683.0,587.0,,,11829.0
IAD,2022,5466.125,133633.0,14642.0,45473.0,112206.0,240.55235804416407,69011.0,305954.0
MAF,2021,2105.2321428571427,45183.0,9838.0,9527.0,53189.0,166.639375,2984.0,117737.0
EKO,2021,360.3333333333333,3520.0,804.0,0.0,0.0,,,4324.0
PGD,2020,6226.583333333333,22182.0,6283.0,15147.0,31007.0,90.125,60.0,74619.0
TXK,2020,421.4166666666667,1101.0,1242.0,1057.0,1657.0,,,5057.0
ACV,2020,963.5,5731.0,3323.0,1870.0,638.0,,,11562.0
SWF,2022,779.2,2519.0,290.0,2478.0,2505.0,119.51380525686977,1510.0,7792.0
ACV,2022,1738.6,5426.0,1347.0,175.0,1745.0,,,8693.0
CMX,2022,1043.0,3382.0,1005.0,166.0,662.0,,,5215.0
GPT,2021,424.70175438596493,7967.0,3989.0,5479.0,6733.0,,,24168.0
SAF,2021,2180.1666666666665,7223.0,919.0,233.0,17787.0,,,26162.0
SHV,2020,362.35616438356163,11111.0,2632.0,4625.0,8004.0,,,26372.0
COD,2022,1814.4,4289.0,2348.0,51.0,2384.0,,,9072.0
ATW,2021,667.6666666666666,18537.0,7765.0,7393.0,12312.0,159.7825,252.0,46007.0
LSE,2021,971.625,13173.0,5810.0,1438.0,2735.0,,,23156.0
ALS,2020,252.0,177.0,232.0,0.0,95.0,,,504.0
LWB,2020,421.0833333333333,3057.0,591.0,1006.0,399.0,,,5053.0
BNA,2022,5618.106666666667,156426.0,15730.0,64023.0,184008.0,220.35998197548665,64361.0,420187.0
SBA,2022,824.0909090909091,12794.0,303.0,2013.0,12060.0,182.72818181818184,1345.0,27170.0
BTV,2021,591.5243902439024,16836.0,5926.0,8597.0,16997.0,220.58,581.0,48356.0
FAT,2021,1483.7093023255813,68007.0,11214.0,5524.0,42773.0,206.07550000000003,1441.0,127518.0
SBP,2021,1065.7142857142858,17665.0,1951.0,1840.0,15786.0,,,37242.0
COU,2020,318.4,3115.0,814.0,1564.0,2467.0,,,7960.0
CDV,2022,544.8,488.0,131.0,491.0,1614.0,,,2724.0
SAF,2022,2017.8,3722.0,1421.0,0.0,4946.0,,,10089.0
SUX,2022,952.8,3699.0,0.0,0.0,1065.0,,,4764.0
BUR,2021,2634.9523809523807,88478.0,7412.0,23305.0,101520.0,221.23680113636368,27472.0,220715.0
GTF,2021,737.1666666666666,19355.0,2706.0,886.0,3591.0,,,26538.0
SGU,2021,3410.0833333333335,20762.0,7970.0,91.0,12098.0,,,40921.0
BWI,2020,1488.1513157894738,83814.0,12662.0,53227.0,76120.0,173.1412542372881,49988.0,225823.0
BTV,2022,1047.139534883721,20585.0,2666.0,6117.0,15659.0,224.49777777777774,2183.0,45027.0
CLT,2022,15214.765625,383503.0,60408.0,128981.0,398549.0,246.48514880952382,56592.0,971441.0
ANC,2022,3439.6190476190477,24463.0,2865.0,14354.0,28599.0,,,70281.0
KTN,2022,1947.8,4436.0,352.0,1395.0,3556.0,,,9739.0
OGD,2021,83.58333333333333,466.0,0.0,95.0,442.0,,,1003.0
PIA,2021,816.3559322033898,16262.0,5286.0,6355.0,20112.0,164.05833333333334,372.0,48015.0
HYA,2021,628.2,2579.0,31.0,56.0,475.0,,,3141.0
ADQ,2020,215.91666666666666,578.0,695.0,576.0,742.0,,,2591.0
ABR,2020,334.8333333333333,2854.0,940.0,169.0,55.0,,,4018.0
EYW,2022,1630.0526315789473,19506.0,3332.0,25755.0,13349.0,315.4085909090909,2070.0,61942.0
EUG,2022,1156.235294117647,18378.0,3922.0,2332.0,14506.0,172.43475000000004,4676.0,39138.0
MSN,2020,470.16346153846155,20234.0,3532.0,8208.0,16822.0,276.70214285714286,665.0,48796.0
TOL,2020,226.75862068965517,2231.0,1421.0,1552.0,1342.0,,,6546.0
LBE,2020,475.3333333333333,2585.0,149.0,1084.0,1857.0,,,5675.0
TLH,2022,1025.64,11104.0,2186.0,4216.0,8115.0,208.4825,1073.0,25621.0
DVL,2022,988.8,3241.0,93.0,0.0,1587.0,,,4921.0
GNV,2021,597.0666666666667,8649.0,1569.0,4609.0,11997.0,,,26824.0
BRD,2021,479.4166666666667,5111.0,579.0,63.0,0.0,,,5753.0
SAT,2020,909.0232558139535,53906.0,8686.0,21707.0,32776.0,208.2560714285714,10324.0,117075.0
CRW,2022,926.7222222222222,7051.0,1052.0,1467.0,7109.0,,,16679.0
TUL,2021,1182.345864661654,65623.0,10294.0,11058.0,69439.0,191.19146341463414,4239.0,156414.0
SPI,2021,287.1666666666667,2793.0,957.0,1277.0,1855.0,,,6882.0
LBB,2021,1645.9444444444443,33029.0,7181.0,4491.0,44034.0,169.005625,1936.0,88735.0
OWB,2020,32.583333333333336,73.0,31.0,92.0,195.0,,,391.0
ATY,2020,297.6666666666667,2067.0,633.0,315.0,557.0,,,3572.0
COS,2022,1970.1333333333334,28195.0,2725.0,3666.0,24293.0,197.673125,5390.0,58879.0
MSO,2022,640.84375,10961.0,2784.0,1736.0,4994.0,,,20475.0
BET,2022,416.6,809.0,438.0,405.0,431.0,,,2083.0
RAP,2022,1153.5238095238096,15442.0,3546.0,1023.0,4202.0,,,24213.0
MKG,2022,443.4,1144.0,345.0,0.0,728.0,,,2217.0
AGS,2021,593.3488372093024,7952.0,3952.0,3358.0,10186.0,,,25448.0
ORD,2021,21144.1,1149103.0,222483.0,745890.0,1047877.0,189.0385714285714,203776.0,3165353.0
GPT,2020,370.73015873015873,6774.0,2905.0,6923.0,6746.0,,,23348.0
TYS,2020,819.7961165048544,29390.0,6829.0,17847.0,30300.0,213.7386805555556,1830.0,84366.0
ABQ,2020,503.4436090225564,28695.0,5815.0,9661.0,22524.0,185.73152173913047,5609.0,66695.0
FAT,2020,779.7833333333333,21232.0,5017.0,6293.0,14153.0,204.40208333333334,652.0,46695.0
MDT,2022,629.4545454545455,11932.0,3267.0,3680.0,8789.0,,,27668.0
BLI,2021,700.9615384615385,7114.0,217.0,3087.0,7676.0,,,18094.0
ROW,2020,327.6923076923077,1256.0,1531.0,473.0,1000.0,,,4260.0
EWN,2021,974.5833333333334,2849.0,2788.0,1823.0,4185.0,,,11645.0
BTM,2021,654.5833333333334,5366.0,2462.0,27.0,0.0,,,7855.0
LAR,2021,686.4166666666666,6067.0,935.0,0.0,1235.0,,,8237.0
OWB,2021,108.81818181818181,305.0,137.0,43.0,712.0,,,1197.0
OMA,2020,485.2953020134228,30586.0,6628.0,13558.0,21358.0,181.69608823529413,6004.0,72130.0
BJI,2020,418.3333333333333,3530.0,1316.0,164.0,10.0,,,5020.0
SIT,2022,1170.4,845.0,137.0,1089.0,3781.0,,,5852.0
TYR,2022,449.0,670.0,491.0,592.0,492.0,,,2245.0
TPA,2021,6126.062992125984,307443.0,36011.0,150473.0,280953.0,174.06996221322535,118200.0,774880.0
SMX,2021,405.3333333333333,1981.0,353.0,893.0,1610.0,,,4837.0
PHF,2021,762.25,4090.0,897.0,931.0,3229.0,257.5594894514768,553.0,9147.0
MGM,2020,561.6904761904761,11453.0,3746.0,2419.0,5883.0,,,23501.0
IDA,2020,440.75,6101.0,1219.0,1304.0,1948.0,163.8,139.0,10572.0
SGU,2020,1205.9166666666667,8656.0,1613.0,1715.0,2487.0,,,14471.0
ACK,2022,561.5,693.0,226.0,156.0,48.0,184.75625,926.0,1123.0
OTZ,2022,469.2,876.0,249.0,417.0,804.0,,,2346.0
JAC,2022,1566.6875,11976.0,2327.0,2370.0,8394.0,417.7853846153847,745.0,25067.0
JNU,2020,1186.2666666666667,5143.0,1174.0,5101.0,6203.0,,,17621.0
MAF,2022,1681.0,20697.0,1576.0,4084.0,15603.0,196.91624999999996,4056.0,41960.0
LGA,2021,6673.87786259542,345039.0,71024.0,200879.0,252797.0,207.35696705177577,121992.0,869739.0
MOT,2021,1028.75,15685.0,15480.0,1738.0,4101.0,189.385,95.0,37004.0
BPT,2021,595.4166666666666,2305.0,404.0,1390.0,3032.0,,,7131.0
PBG,2020,461.5,9617.0,2298.0,870.0,1983.0,221.775,241.0,14768.0
MCI,2022,3233.7638888888887,98763.0,16980.0,27654.0,89195.0,227.86325396825399,33822.0,232592.0
MEM,2022,2059.564516129032,59757.0,9159.0,15694.0,42631.0,253.16497390606185,15176.0,127241.0
CDV,2021,561.75,1791.0,519.0,1189.0,3242.0,,,6741.0
SFB,2021,18160.5,71015.0,9769.0,33821.0,102498.0,,,217103.0
APN,2020,735.4166666666666,4678.0,2841.0,285.0,1021.0,,,8825.0
CDC,2020,288.0,635.0,1912.0,45.0,0.0,,,2592.0
MGM,2022,683.2,4768.0,1024.0,1791.0,6048.0,,,13631.0
CHS,2022,2072.764705882353,61468.0,3999.0,26812.0,48589.0,208.9160119047619,21247.0,140868.0
ITH,2022,285.8,934.0,204.0,345.0,1375.0,,,2858.0
AKN,2022,230.0,392.0,124.0,152.0,482.0,,,1150.0
SGF,2021,1090.2881355932204,23592.0,7577.0,10781.0,21975.0,202.7208333333333,879.0,63925.0
CRW,2020,500.6666666666667,7758.0,3104.0,3237.0,6738.0,,,20837.0
LAX,2020,4843.909090909091,321124.0,31535.0,123706.0,160854.0,205.46442506655882,141150.0,637219.0
GCK,2020,365.5833333333333,1458.0,1720.0,608.0,601.0,,,4387.0
EWN,2020,563.2631578947369,4102.0,958.0,1839.0,3747.0,,,10646.0
DHN,2022,804.2,1952.0,353.0,381.0,1335.0,,,4021.0
PSG,2022,830.2,830.0,51.0,436.0,2834.0,,,4151.0
IDA,2021,1530.8064516129032,23043.0,5483.0,1121.0,17708.0,167.08,101.0,47355.0
LWB,2022,767.8,1817.0,596.0,0.0,1426.0,,,3839.0
CMH,2021,2090.4379084967322,129644.0,26178.0,47334.0,115330.0,194.82732726659924,33294.0,318486.0
CMI,2021,908.5,3472.0,1816.0,1705.0,3890.0,,,10883.0
HOB,2021,728.1666666666666,5302.0,102.0,2276.0,1058.0,,,8738.0
BOI,2020,775.7052631578947,36233.0,7988.0,11549.0,17729.0,170.42709090909088,4530.0,73499.0
BET,2020,225.25,1101.0,470.0,554.0,562.0,,,2687.0
AZA,2020,6201.75,23231.0,6976.0,14259.0,29641.0,86.33688897168406,5350.0,74107.0
HVN,2020,96.1,297.0,97.0,205.0,362.0,,,961.0
ELM,2022,920.0,6523.0,1323.0,288.0,1066.0,,,9200.0
RIW,2021,1063.4166666666667,9738.0,2031.0,0.0,958.0,,,12727.0
CVG,2022,3381.2,77896.0,8347.0,35733.0,97695.0,230.16689285714287,25290.0,219671.0
BTR,2021,637.6440677966102,12990.0,4375.0,5267.0,14741.0,,,37373.0
JFK,2020,4550.822784810127,159347.0,9793.0,73789.0,115771.0,210.24400903119857,56485.0,358700.0
XNA,2020,420.56481481481484,18507.0,3313.0,9582.0,13910.0,262.96423076923077,678.0,45312.0
OGD,2020,43.75,268.0,4.0,61.0,192.0,,,525.0
IAH,2020,4356.135135135135,285942.0,41768.0,174000.0,141988.0,207.15774256446073,51440.0,643698.0
EVV,2022,442.6666666666667,3933.0,436.0,1141.0,2421.0,,,7931.0
SHV,2021,561.0757575757576,13895.0,4499.0,4866.0,13729.0,,,36989.0
ATY,2021,448.0833333333333,4008.0,122.0,149.0,1098.0,,,5377.0
OGS,2021,1307.1666666666667,11945.0,1439.0,0.0,2302.0,,,15686.0
TWF,2021,1029.0833333333333,7461.0,4584.0,18.0,286.0,,,12349.0
ATW,2020,267.5882352941176,5684.0,2079.0,3213.0,2614.0,154.92333333333332,210.0,13590.0
ORD,2022,21115.442857142858,571201.0,93734.0,276582.0,533541.0,233.56846326164873,281675.0,1475058.0
BUR,2022,2593.4146341463415,41898.0,1356.0,10549.0,52337.0,285.53620289017346,48357.0,106140.0
HSV,2022,1251.1470588235295,19188.0,3090.0,4508.0,15617.0,298.80583333333334,1314.0,42403.0
LRD,2022,428.5,2862.0,224.0,577.0,2336.0,,,5999.0
PLN,2022,1369.8,5172.0,1677.0,0.0,0.0,,,6849.0
MYR,2021,1492.9504132231405,56750.0,9557.0,42497.0,71122.0,147.65635757575757,6378.0,179926.0
TYS,2021,1637.7555555555555,47754.0,15248.0,20984.0,62848.0,210.241746031746,4156.0,146834.0
EKO,2020,245.58333333333334,1507.0,1346.0,94.0,0.0,,,2947.0
